случаться/случиться,to happen,ventana,window,venster,window,,,
называть/назвать (+a +inst),"to call, name (s.o. sth)",tienda,store,winkel,store,,,
важный,important,verano,summer,zomer,summer,,,
знание,knowledge,tren,train,trein,train,,,
улыбаться/улыбнуться (+d),to smile (at),sueño,sleep,slaap,sleep,,,
плохо,badly,demostrar,prove,bewijzen,prove,,,
учиться/на- (+inf),to learn (to do sth),solitario,lone,eenzame,lone,,,
открывать/открыть (+a),to open; to discover,pierna,leg,been,leg,,,
оставаться/остаться,to stay,ejercicio,exercise,oefening,exercise,,,
наука,science; scholarship,pared,wall,muur,wall,,,
камень (m),stone,capturas,catch,vangst,catch,,,
против (+g),against; opposite,monte,mount,berg,mount,,,
развитие,development,desear,wish,wensen,wish,,,
бог,God,cielo,sky,hemel,sky,,,
общество,society,bordo,board,boord,board,,,
ничего,"nothing; all right, not too bad; never mind",alegría,joy,vreugde,joy,,,
условие,condition,invierno,winter,de winter,winter,,,
господин (pl господа),gentleman; Mr,satélite,sat,zat,sat,,,
солдат,soldier,escrito,written,geschreven,written,,,
революция,revolution,salvaje,wild,wild,wild,,,
начинаться/начаться,to begin,instrumento,instrument,instrument,instrument,,,
область (f),"oblast, province; area, field (of activity)",guardado,kept,gehouden,kept,,,
что-то,"something; (coll) somewhat, somehow",vidrio,glass,glas,glass,,,
власть (f),power,hierba,grass,gras,grass,,,
судьба,fate,vaca,cow,koe,cow,,,
действие,"act, action",trabajo,job,werk,job,,,
мера,measure,borde,edge,edge,edge,,,
энергия,energy,signo,sign,teken,sign,,,
ряд,"row, line, series",visita,visit,bezoek,visit,,,
находиться/найтись,"to be situated; to be found, turn up",pasado,past,verleden,past,,,
положение,position,suave,soft,zachte,soft,,,
глядеть/по- (на +a),to look (at),diversión,fun,lol,fun,,,
век,"century; age, era",brillante,bright,heldere,bright,,,
миллион,million,gas,gas,gas,gas,,,
общественный,"social, public",tiempo,weather,weer,weather,,,
основной,"basic, fundamental",mes,month,maand,month,,,
генерал,general (noun),millones,million,miljoen,million,,,
интерес,interest,soportar,bear,dragen,bear,,,
легко,easily; it is easy,acabado,finish,afwerking,finish,,,
материал,material,feliz,happy,happy,happy,,,
цель (f),"target, purpose",esperanza,hope,hopen,hope,,,
огонь (m),fire; light,flor,flower,bloem,flower,,,
закон,law,vestir,clothe,kleden,clothe,,,
природа,nature,extraño,strange,vreemd,strange,,,
масса,mass,se ha ido,gone,weg,gone,,,
бой,battle,comercio,trade,handel,trade,,,
политический,political,melodía,melody,melodie,melody,,,
луч,"ray, beam",viaje,trip,reis,trip,,,
волна,wave,oficina,office,kantoor,office,,,
процесс,"process; trial, lawsuit",recibir,receive,ontvangen,receive,,,
научный,"scientific, scholarly",fila,row,rij,row,,,
различный,"different, various",boca,mouth,mond,mouth,,,
мировой,world (adj),exacta,exact,exacte,exact,,,
система,system,símbolo,symbol,symbool,symbol,,,
лист,leaf (of plant); sheet (of paper),morir,die,sterven,die,,,
хоть,"even if, if only, even, although",menos,least,minste,least,,,
ребёнок,child,problema,trouble,problemen,trouble,,,
связь (f),"connection, link, communication",grito,shout,schreeuw,shout,,,
вообще,in general,excepto,except,behalve,except,,,
верить/по-,"to believe (+d) s.o. or sth, (в +a ) in s.o. or sth",escribió,wrote,schreef,wrote,,,
мужчина (m),man,semilla,seed,zaad,seed,,,
что-нибудь,anything,tono,tone,toon,tone,,,
представлять/представить (+a),"to present, introduce",unirse,join,toetreden tot,join,,,
искать/по- (+a or +g),"to search for, to look for",sugerir,suggest,suggereren,suggest,,,
писатель (m),writer,limpia,clean,schoon,clean,,,
промышленность (f),industry,rotura,break,break,break,,,
учёный (m) (adj),"learned, scholarly; (as noun) scholar, scientist",dama,lady,dame,lady,,,
верно,"faithfully, truly; it is true",patio,yard,yard,yard,,,
служить/по-,to serve,aumentando,rise,stijgen,rise,,,
правительство,government,mal,bad,slecht,bad,,,
экономический,economic,golpe,blow,klap,blow,,,
есть/съ- (+a),to eat,aceite,oil,olie,oil,,,
рабочий (m) (adj),(blue collar) worker; working,sangre,blood,bloed,blood,,,
современный,"modern, contemporary",tocar,touch,aanraken,touch,,,
работник,"worker, s.o. who works",creció,grew,groeide,grew,,,
чёрт,devil,ciento,cent,procent,cent,,,
качество,quality,mezclar,mix,mengen,mix,,,
международный,international,equipo,team,team,team,,,
офицер,officer,alambre,wire,draad,wire,,,
проблема,problem,costo,cost,kosten,cost,,,
требовать/по- (+g),to demand,perdido,lost,verloren,lost,,,
коммунизм,communism,marrón,brown,bruin,brown,,,
корабль (m),ship,desgaste,wear,dragen,wear,,,
класс,class; classroom,jardín,garden,tuin,garden,,,
километр,kilometre,igual,equal,gelijk,equal,,,
число,number; date,enviado,sent,verzonden,sent,,,
база,base; depot,elegir,choose,kiezen,choose,,,
палец,finger; toe,cayó,fell,viel,fell,,,
количество,quantity,encajar,fit,passen,fit,,,
коммунист,communist,fluir,flow,stromen,flow,,,
победа,victory,justo,fair,eerlijk,fair,,,
река,river,banco,bank,bank,bank,,,
пить/вы- (+a or +g),"to drink, have an alcoholic drink",recoger,collect,verzamelen,collect,,,
человеческий,human (adj),guardar,save,besparen,save,,,
гора,"mountain, hill",el control,control,controle,control,,,
милый,"nice, dear",decimal,decimal,decimaal,decimal,,,
политика (no pl),"politics; policy, policies",oído,ear,oor,ear,,,
производство,production,demás,else,anders,else,,,
национальный,national; ethnic,bastante,quite,heel,quite,,,
холодный,cold,rompió,broke,brak,broke,,,
государственный,state (adj),caso,case,geval,case,,,
откуда,from where,medio,middle,midden,middle,,,
сложный,"complicated, complex",matar,kill,doden,kill,,,
богатый,rich,hijo,son,zoon,son,,,
бросать/бросить (+a),"to throw; abandon, give up",lago,lake,meer,lake,,,
строительство,construction,momento,moment,momenteel,moment,,,
значение,"meaning, importance",escala,scale,schaal,scale,,,
председатель (m),chairman,fuerte,loud,luid,loud,,,
характер,character,primavera,spring,voorjaar,spring,,,
необходимый,essential,observar,observe,waarnemen,observe,,,
смеяться/за-/рас- (над +inst),to laugh (at),niño,child,kind,child,,,
бороться (i) (с +inst),to struggle (against),recta,straight,straight,straight,,,
изделие,(manufactured) article,consonante,consonant,medeklinker,consonant,,,
особый,special,nación,nation,natie,nation,,,
смерть (f),death,diccionario,dictionary,woordenboek,dictionary,,,
статья,"article (newspaper, journal)",leche,milk,melk,milk,,,
счёт,"bill, account; count, score",velocidad,speed,snelheid,speed,,,
весьма,"very, extremely",método,method,methode,method,,,
сельский,"rural, country",órgano,organ,orgel,organ,,,
средство,means; (pl) resources,pagar,pay,betalen,pay,,,
подобный,similar,edad,age,leeftijd,age,,,
пример,example,sección,section,sectie,section,,,
революционный,revolutionary,vestido,dress,kleding,dress,,,
скорость (f),speed,nube,cloud,wolk,cloud,,,
факт,fact,sorpresa,surprise,verrassing,surprise,,,
малый,small,tranquila,quiet,rustig,quiet,,,
чай,tea,piedra,stone,steen,stone,,,
тёмный,dark,pequeño,tiny,minuscuul,tiny,,,
явление,phenomenon,ascenso,climb,klimmen,climb,,,
состоять (i) (из +g),to consist (of),fresco,cool,koele,cool,,,
ясно,clearly; it is clear,diseño,design,ontwerp,design,,,
точка,"dot, point; full stop",pobre,poor,slechte,poor,,,
стоить (i),"to cost, to be worth",mucho,lot,veel,lot,,,
ум,"mind, intellect",experimento,experiment,experiment,experiment,,,
вполне,"fully, entirely",inferior,bottom,onderzijde,bottom,,,
событие,event,clave,key,sleutel,key,,,
существовать (i),to exist,hierro,iron,ijzer,iron,,,
кабинет,"study, office",sola,single,enkelvoudige,single,,,
спасибо,thank you,palillo,stick,stok,stick,,,
враг,enemy,plana,flat,flat,flat,,,
глубокий,deep,veinte,twenty,twintig,twenty,,,
французский,French (adj),piel,skin,huid,skin,,,
близкий,"close, near",sonrisa,smile,glimlach,smile,,,
ах,"ah!, oh!",pliegue,crease,vouw,crease,,,
деятельность (f),activity,agujero,hole,gat,hole,,,
приводить/привести (+a),to bring (s.o.); (к +d) lead to,saltar,jump,springen,jump,,,
трубка,"tube, pipe; telephone receiver",bebé,baby,kindje,baby,,,
английский,English; British (adj),ocho,eight,acht,eight,,,
сей ,this (=этот) (bookish; used in set phrases),pueblo,village,dorp,village,,,
температура,temperature,se reúnen,meet,ontmoeten,meet,,,
состояние,"state, condition; fortune",raíz,root,wortel,root,,,
счастье,"happiness, luck",comprar,buy,kopen,buy,,,
смысл,"sense, meaning",aumentar,raise,verhogen,raise,,,
рубль (m),rouble,resolver,solve,op te lossen,solve,,,
вчера,yesterday,de metal,metal,metalen,metal,,,
правый,right; right-wing,si,whether,of,whether,,,
автор,author,empujar,push,duw,push,,,
большинство,majority,siete,seven,zeven,seven,,,
известно,it is (well) known,párrafo,paragraph,paragraaf,paragraph,,,
мелкий,"small, petty, fine",tercero,third,derde,third,,,
течение,"flow, current; course",deberá,shall,zal,shall,,,
оружие,"arms, weapons",en espera,held,gehouden,held,,,
муж,husband,pelo,hair,haar,hair,,,
происходить/произойти,to happen; to originate,describir,describe,beschrijven,describe,,,
свободный,free,cocinero,cook,kok,cook,,,
идея,idea,piso,floor,vloer,floor,,,
усилие,effort,ya sea,either,ofwel,either,,,
линия,line,resultado,result,resultaat,result,,,
искусство,art,quemar,burn,verbranden,burn,,,
состав,"composition, make-up",colina,hill,hill,hill,,,
капитализм,capitalism,seguro,safe,veilig,safe,,,
литература,literature,gato,cat,kat,cat,,,
страница,page,siglo,century,eeuw,century,,,
бить/по- (+a),"to beat, hit",considerar,consider,overwegen,consider,,,
иначе,otherwise,tipo,type,soort,type,,,
читатель (m),reader,ley,law,wet,law,,,
наиболее,(the) most,bit,bit,beetje,bit,,,
рост,"growth, increase; height",costa,coast,kust,coast,,,
американец,American (noun),copia,copy,kopie,copy,,,
корень (m),root,frase,phrase,zinsnede,phrase,,,
немец,German (noun),silencio,silent,stil,silent,,,
небо,serious,de altura,tall,hoog,tall,,,
свойство,"characteristic, property",arena,sand,zand,sand,,,
взглядывать/взглянуть (на +a),"to look, glance (at)",suelo,soil,bodem,soil,,,
высоко,high (up); highly; it is high,rollo,roll,rol,roll,,,
население,population,temperatura,temperature,temperatuur,temperature,,,
стекло,glass (material),dedo,finger,vinger,finger,,,
театр,theatre,industria,industry,industrie,industry,,,
надежда,hope,valor,value,waarde,value,,,
довольно,"fairly, rather; contentedly; (+g) enough",lucha,fight,strijd,fight,,,
край,"edge; region, area",mentira,lie,leugen,lie,,,
мужик,(Russian) peasant,batir,beat,verslaan,beat,,,
степь (f),steppe,excitar,excite,excite,excite,,,
цвет,colour; blossom; prime,naturales,natural,natuurlijke,natural,,,
дед,grandfather,vista,view,view,view,,,
основа,"base, foundation",sentido,sense,sense,sense,,,
рано,early; it is early,de capital,capital,hoofdstad,capital,,,
технический,technical; engineering,no lo hará,won’t,zal niet,won’t,,,
счастливый,"happy, lucky",silla,chair,stoel,chair,,,
круг,circle,peligro,danger,gevaar,danger,,,
момент,moment; feature (of a situation),fruta,fruit,fruit,fruit,,,
необходимо,it is essential; it is necessary,rica,rich,rijk,rich,,,
строй,"system, structure; military formation",de espesor,thick,dikke,thick,,,
дочь (f),daughter,soldado,soldier,soldaat,soldier,,,
использовать (i/p) (+a),to make use of,proceso,process,proces,process,,,
министр,minister (government),operar,operate,werken,operate,,,
синий,dark blue,práctica,practice,praktijk,practice,,,
передавать/передать (+a),"to pass, hand over; transmit, convey",separada,separate,apart,separate,,,
программа,programme,difícil,difficult,moeilijk,difficult,,,
десяток,ten; a decade,médico,doctor,arts,doctor,,,
кровь (f),blood,por favor,please,aub,please,,,
отдавать/отдать (+a),to give back; to give away; to return,proteger,protect,beschermen,protect,,,
отдельный,"separate, individual",mediodía,noon,middag,noon,,,
свобода,freedom,de cultivos,crop,gewas,crop,,,
хватать/хватить (+g),"(3rd pers +g) to be enough, suffice",moderno,modern,moderne,modern,,,
внутренний,"inner, interior, internal",elemento,element,onderdeel,element,,,
выступать/выступить,to appear in public; protrude; to speak (publicly),golpear,hit,hit,hit,,,
как-то,"somehow; (coll) once, at one time",estudiante,student,leerling,student,,,
занимать/занять (+a),to occupy,esquina,corner,hoek,corner,,,
представитель (m),representative,partido,party,partij,party,,,
фронт,front (war),suministro,supply,levering,supply,,,
богатство,"wealth, riches",cuya,whose,wiens,whose,,,
желать/по- (+g),"to want, wish (for)",localizar,locate,lokaliseren,locate,,,
какой-нибудь,any; any kind of,anillo,ring,kookplaten,ring,,,
глубина,depth,carácter,character,karakter,character,,,
мимо (+g),past,insecto,insect,insecten,insect,,,
управление,management; administration; control,capturado,caught,gevangen,caught,,,
слава,"glory, fame",período,period,periode,period,,,
сотня,a hundred,indicar,indicate,geven,indicate,,,
страшный,"terrible, dreadful",Radio,radio,radio In,radio,,,
тем,(by) so much,habló,spoke,sprak,spoke,,,
весна,spring (season),átomo,atom,atoom,atom,,,
действовать/по-,"to act, function, affect",humana,human,menselijk,human,,,
пол,floor; sex,historia,history,geschiedenis,history,,,
процент,"percent, percentage",efecto,effect,werking,effect,,,
родина,"homeland, native land",eléctrica,electric,elektrische,electric,,,
сцена,stage (theatre); scene,esperar,expect,verwachten,expect,,,
значительный,significant,hueso,bone,bot,bone,,,
метр,metre (measurement),ferrocarril,rail,spoor,rail,,,
чужой,someone else’s; foreign,imaginar,imagine,stel,imagine,,,
воля,"will; freedom, liberty",proporcionar,provide,bieden,provide,,,
зуб,tooth,acuerdo,agree,instemmen,agree,,,
менее,less,"por tanto,",thus,dus,thus,,,
метод,method,suave,gentle,zachte,gentle,,,
прощать/простить (+a),"to forgive (s.o. or sth), pardon",mujer,woman,vrouw,woman,,,
связывать/связать (+a),"to tie; to connect, bind",capitán,captain,kapitein,captain,,,
яркий,bright,adivinar,guess,denk,guess,,,
песок,sand,necesario,necessary,noodzakelijk,necessary,,,
уровень (m),level; standard,agudo,sharp,scherpe,sharp,,,
исторический,historical; historic,ala,wing,vleugel,wing,,,
источник,source,crear,create,creëren,create,,,
половина,half,vecino,neighbor,buurman,neighbor,,,
служба,service,lavado,wash,wassen,wash,,,
ладно,harmoniously; all right (unenthusiastic agreement),bate,bat,vleermuis,bat,,,
мешать/по- (+d),"to disturb, hinder, prevent; (+a) stir",más bien,rather,eerder,rather,,,
село,village,multitud,crowd,menigte,crowd,,,
впрочем,"however, but; or rather",maíz,corn,maïs,corn,,,
горячий,hot,comparar,compare,vergelijken,compare,,,
образование,education; formation,poema,poem,gedicht,poem,,,
тонна,"ton (1,000 kilogrammes)",cadena,string,koord,string,,,
вызывать/вызвать (+a),to summon; cause,campana,bell,bell,bell,,,
зрение,"eyesight, vision",dependerá,depend,afhangen,depend,,,
морской,"sea, marine; naval",carne,meat,vlees,meat,,,
остальной,the rest (of),frotar,rub,wrijven,rub,,,
семя (n),seed,tubo,tube,buis,tube,,,
сильно,strongly; very much,famoso,famous,beroemde,famous,,,
тонкий,"thin, slender; fine, subtle",dólar,dollar,deas,dollar,,,
флот,fleet,corriente,stream,stroom,stream,,,
беседа,"talk, discussion",miedo,fear,angst,fear,,,
данный,given,vista,sight,zicht,sight,,,
достаточно,sufficiently; (+g) enough,delgado,thin,dun,thin,,,
единственный,"only, sole",triángulo,triangle,driehoek,triangle,,,
лампа,lamp,planeta,planet,planeet,planet,,,
продукция,"production, output",prisa,hurry,haast,hurry,,,
центр,centre,jefe,chief,chief,chief,,,
вовсе,at all,colonia,colony,kolonie,colony,,,
западный,western,reloj,clock,klok,clock,,,
корреспондент,correspondent,mina,mine,de mijne,mine,,,
пожалуй,very probably,empate,tie,stropdas,tie,,,
приём,"reception; method, device",entrar,enter,voeren,enter,,,
прочий,other,importante,major,grote,major,,,
страшно,terribly; it is terrible,fresco,fresh,vers,fresh,,,
возле (+g),"by, near",búsqueda,search,zoeken,search,,,
вон,"out, away; over there",enviar,send,sturen,send,,,
партийный,party (adj),amarillo,yellow,geel,yellow,,,
телефон,telephone,pistola,gun,pistool,gun,,,
удаваться/удаться (+d),to succeed,permitir,allow,toelaten,allow,,,
быстрый,"quick, fast",print,print,afdrukken,print,,,
крестьянин,peasant,muerto,dead,dood,dead,,,
выход,"exit, way out",lugar,spot,plek,spot,,,
пытаться/по- (+inf),to attempt,desierto,desert,woestijn,desert,,,
стих,line of poetry,traje,suit,pak,suit,,,
период,period,actual,current,huidige,current,,,
убивать/убить (+a),to kill; to murder,ascensor,lift,lift,lift,,,
дружба,friendship,rosa,rose,gestegen,rose,,,
едва,"hardly, scarcely, only just",llegar,arrive,aankomen,arrive,,,
неужели,really? is it possible?,master,master,meester,master,,,
степень (f),"degree, extent",pista,track,spoor,track,,,
боевой,"fighting, battle",padre,parent,ouder,parent,,,
"войска (n, pl)","troops, army",orilla,shore,oever,shore,,,
карта,"map, card",división,division,divisie,division,,,
направление,direction,hoja,sheet,blad,sheet,,,
человечество,mankind,sustancia,substance,stof,substance,,,
вроде (+g),"like, such as",favorecer,favor,gunst,favor,,,
громадный,enormous,conectar,connect,aansluiten,connect,,,
лёгкий,"light, easy",mensaje,post,post,post,,,
пользоваться/вос- (+inst),"to use, make use of",pasar,spend,besteden,spend,,,
предложение,"offer, suggestion; sentence (grammar)",acorde,chord,akkoord,chord,,,
элемент,element,grasa,fat,vet,fat,,,
являться/явиться,to appear,contento,glad,blij,glad,,,
вероятно,probably,originales,original,origineel,original,,,
печь/ис- (+a),to bake,cuota,share,aandeel,share,,,
печь (f),stove,estación,station,station,station,,,
казаться/по-,"to seem, to appear, to show oneself",papá,dad,dad,dad,,,
умный,intelligent,pan,bread,brood,bread,,,
глава,"head, chief; chapter",cobrar,charge,rekenen,charge,,,
плакать/за-,"to cry, weep, p: to begin to cry",adecuada,proper,behoorlijk,proper,,,
сквозь (+a),through,barra,bar,bar,bar,,,
способ,"way, method",oferta,offer,aanbod,offer,,,
способный,"able, capable",segmento,segment,segmenten,segment,,,
церковь (f),church,esclavo,slave,slaaf,slave,,,
"часы (m, pl)","watch, clock",pato,duck,eend,duck,,,
честь (f),honour,instantánea,instant,onmiddellijke,instant,,,
открытый,open (adj),mercado,market,markt,market,,,
память (f),memory,grado,degree,graad,degree,,,
понятно,understandably; I see! I understand!,poblar,populate,bevolken,populate,,,
совещание,"meeting, conference",polluelo,chick,kuiken,chick,,,
замечательный,"remarkable, splendid",querido,dear,lieve,dear,,,
знаменитый,famous,enemigo,enemy,vijand,enemy,,,
предмет,"object, article; subject, topic",responder,reply,antwoorden,reply,,,
слеза,tear,bebida,drink,drankje,drink,,,
где-то,somewhere,producirse,occur,voorkomen,occur,,,
дно,"bottom (of sea, river, well, vessel)",apoyo,support,ondersteuning,support,,,
магазин,"shop, store",discurso,speech,spraak,speech,,,
вещество́,"substance, matter",naturaleza,nature,natuur,nature,,,
создание,creation; creature,alcance,range,reeks,range,,,
старуха,old woman,vapor,steam,stoom,steam,,,
карман,pocket,movimiento,motion,beweging,motion,,,
музей,museum,camino,path,pad,path,,,
падать/пасть,to fall,líquido,liquid,vloeistof,liquid,,,
ясный,clear,log,log,aanmelden,log,,,
поверхность (f),surface,significado,meant,betekende,meant,,,
близко,"it is near, it is not far; near, close; closely",cociente,quotient,quotiënt,quotient,,,
заявлять/заявить (о +pr),to announce,dientes,teeth,tanden,teeth,,,
золотой,"gold, golden",concha,shell,schelp,shell,,,
колено,knee,cuello,neck,nek,neck,,,
равный,equal (adj),oxígeno,oxygen,zuurstof,oxygen,,,
следующий,"following, next",azúcar,sugar,suiker,sugar,,,
снимать/снять (+a),to take off; photograph; rent,muerte,death,dood,death,,,
страх,fear,bastante,pretty,vrij,pretty,,,
тёплый,warm,habilidad,skill,vaardigheid,skill,,,
высота,height,mujeres,women,vrouwen,women,,,
музыка,music,temporada,season,seizoen,season,,,
остров,island,solución,solution,oplossing,solution,,,
относиться/отнестись (к +d),"to relate to; to regard, treat",imán,magnet,magneet,magnet,,,
переставать/перестать (+inf),"to cease, stop",plata,silver,zilver,silver,,,
столь,so,gracias,thank,dank,thank,,,
мирный,"peace, peaceful",rama,branch,tak,branch,,,
трудный,difficult,partido,match,wedstrijd,match,,,
долгий,long (in time),sufijo,suffix,achtervoegsel,suffix,,,
железный,iron (adj),especialmente,especially,vooral,especially,,,
прямой,"straight, direct",higo,fig,vijg,fig,,,
социальный,social,miedo,afraid,bang,afraid,,,
волос,(a) hair,enorme,huge,reusachtig,huge,,,
воспитание,upbringing,hermana,sister,zus,sister,,,
дитя (n),child,acero,steel,staal,steel,,,
покупать/купить (+a),to buy,discutir,discuss,bespreken,discuss,,,
луна,moon,adelante,forward,vooruit,forward,,,
пускать/пустить (+a),to allow; let in; let go,similar,similar,gelijkaardige,similar,,,
вместо (+g),instead of,guiar,guide,begeleiden,guide,,,
несмотря (на +a),in spite of,experiencia,experience,ervaring,experience,,,
кулак,fist; kulak (rich peasant),puntuación,score,partituur,score,,,
кухня,kitchen,manzana,apple,appel,apple,,,
любовь (f),love,comprado,bought,gekocht,bought,,,
рисунок,drawing,llevado,led,geleid,led,,,
слой,"layer, stratum",pitch,pitch,toonhoogte,pitch,,,
тема,"subject, topic, theme",abrigo,coat,coat,coat,,,
цена,price,masa,mass,massa,mass,,,
конь (m),horse,tarjeta,card,kaart,card,,,
материальный,material (adj),banda,band,band,band,,,
теория,theory,cuerda,rope,touw,rope,,,
баба,"peasant woman; (coll) old woman, woman",deslizamiento,slip,slip,slip,,,
терять/по- (+a),to lose,ganar,win,win,win,,,
прекрасный,"beautiful, fine",soñar,dream,dromen,dream,,,
род,"family, kin; birth, origin; sort, kind; gender",noche,evening,avond,evening,,,
голубой,light blue,condición,condition,voorwaarde,condition,,,
господь (m),"God, the Lord",pienso,feed,voer,feed,,,
губа,lip,herramienta,tool,gereedschap,tool,,,
посылать/послать (+a),to send,totales,total,totaal,total,,,
руководитель (m),"leader, manager; instructor, supervisor",básico,basic,elementaire,basic,,,
специальный,special,olor,smell,geur,smell,,,
тётя,aunt,valle,valley,dal,valley,,,
центральный,central,ni,nor,noch,nor,,,
всего,"in all, altogether; only",doble,double,dubbel,double,,,
вывод,"conclusion, deduction",asiento,seat,zitje,seat,,,
выполнять/выполнить (+a),"to carry out, fulfil",continuar,continue,blijven,continue,,,
зерно,"grain, seed",bloque,block,blokkeren,block,,,
молодёжь (f),young people,tabla,chart,grafiek,chart,,,
эх,"eh! oh! (expressing regret, annoyance, reproach, amazement)",sombrero,hat,hoed,hat,,,
возможно,possibly; possible; it is possible,vender,sell,verkopen,sell,,,
глубоко,"deep; deeply, it is deep",éxito,success,succes,success,,,
добиваться/добиться (+g),"to obtain, achieve; to strive for; to get",empresa,company,bedrijf,company,,,
местный,local,restar,subtract,aftrekken,subtract,,,
растение,plant,evento,event,evenement,event,,,
старик,old man,"particular,",particular,bijzonder,particular,,,
поход,"campaign; walking tour, expedition; cruise",acuerdo,deal,deal,deal,,,
спина,back [noun],nadar,swim,zwemmen,swim,,,
судить (i/p) (о +pr),to judge; (+a) try (s.o.),plazo,term,termijn,term,,,
умирать/умереть,to die,opuesta,opposite,tegengesteld,opposite,,,
экономика,economics; economy,esposa,wife,vrouw,wife,,,
больной,"ill; sore; (as noun) patient, invalid",zapato,shoe,schoen,shoe,,,
дух,spirit; breath,hombro,shoulder,schouder,shoulder,,,
ниже,"lower, below",propagación,spread,spreiding,spread,,,
океан,ocean,organizar,arrange,regelen,arrange,,,
запас,"stock, supply; reserve",campamento,camp,kamp,camp,,,
земной,"earthly, terrestrial",inventar,invent,uitvinden,invent,,,
министерство,ministry (government),algodón,cotton,katoen,cotton,,,
обязательно,"without fail, definitely",nacido,born,geboren,born,,,
польза,use; benefit,determinar,determine,bepalen,determine,,,
предлагать/предложить (+a +d),"to offer, propose (sth to s.o.)",cuarto de galón,quart,quart,quart,,,
создавать/создать (+a),to create,nueve,nine,negen,nine,,,
вновь,"anew, again; newly",camión,truck,vrachtwagen,truck,,,
зависеть (i) (от +g),to depend (on),ruido,noise,geluidsoverlast,noise,,,
плод,fruit,nivel,level,niveau,level,,,
радио (n) (indecl),radio,oportunidad,chance,kans,chance,,,
разнообразный,"various, varied",reunir,gather,verzamelen,gather,,,
существование,existence,tienda,shop,winkel,shop,,,
бывший,former,tramo,stretch,rekken,stretch,,,
касаться/коснуться (+g),to touch; to concern,lanzar,throw,gooien,throw,,,
никак,in no way; by no means,brillo,shine,glans,shine,,,
основание,"foundation, basis; founding",propiedad,property,pand,property,,,
приказывать/приказать (+d),"to order, command s.o.",columna,column,column,column,,,
родной,"native; own; (as noun, in pl) relatives, relations",molécula,molecule,molecuul,molecule,,,
солнечный,"sun, solar; sunny",seleccionar,select,selecteren,select,,,
стремиться (i) (к +d),to strive (for),mal,wrong,mis,wrong,,,
газ,gas,gris,gray,grijs,gray,,,
орудие,"instrument; implement; (field) gun, piece of ordnance",repita,repeat,herhaal,repeat,,,
радость (f),joy,exigir,require,vereisen,require,,,
том,volume (book),amplio,broad,brede,broad,,,
честный,honest,preparar,prepare,bereiden,prepare,,,
исследование,investigation; research,sal,salt,zout,salt,,,
ладонь (f),palm (of the hand),nariz,nose,neus,nose,,,
определённый,definite; certain,plurales,plural,meervoud,plural,,,
позиция,position,cólera,anger,woede,anger,,,
ради (+g),for the sake of,reclamación,claim,vordering,claim,,,
срок,"period (of time); (last) date, deadline",continente,continent,werelddeel,continent,,,
